"","word","zone","item"
"5230","said",29,6
"5231","that",30,6
"5232","he",31,6
"5233","would",32,6
"5234","grow",33,6
"5235","and",34,6
"5236","then",35,6
"5237","pulled",36,6
"5238","her",37,6
"5239","pajama",38,6
"5240","bottoms",39,6
"5241","up",40,6
"5242","again",41,6
"5243","before",42,6
"5244","she",43,6
"5245","got",44,6
"5246","into",45,6
"5247","bed,",46,6
"5248","for",47,6
"5249","they",48,6
"5250","were",49,6
"5251","always",50,6
"5252","falling",51,6
"5253","down.",52,6
"5254","Usually,",53,6
"5255","Abby's",54,6
"5256","mom",55,6
"5257","got",56,6
"5258","up",57,6
"5259","at",58,6
"5260","the",59,6
"5261","crack",60,6
"5262","of",61,6
"5263","dawn,",62,6
"5264","but",63,6
"5265","it",64,6
"5266","was",65,6
"5267","Abby",66,6
"5268","who",67,6
"5269","jumped",68,6
"5270","out",69,6
"5271","of",70,6
"5272","bed",71,6
"5273","first",72,6
"5274","the",73,6
"5275","next",74,6
"5276","morning",75,6
"5277","and",76,6
"5278","switched",77,6
"5279","on",78,6
"5280","the",79,6
"5281","light",80,6
"5282","in",81,6
"5283","her",82,6
"5284","fish",83,6
"5285","tank,",84,6
"5286","which",85,6
"5287","contained",86,6
"5288","three",87,6
"5289","fish.",88,6
"5290","At",89,6
"5291","first,",90,6
"5292","she",91,6
"5293","could",92,6
"5294","see",93,6
"5295","neither",94,6
"5296","hide",95,6
"5297","nor",96,6
"5298","hair",97,6
"5299","of",98,6
"5300","the",99,6
"5301","snail,",100,6
"5302","but",101,6
"5303","then",102,6
"5304","she",103,6
"5305","spotted",104,6
"5306","him.",105,6
"5307","It",106,6
"5308","had",107,6
"5309","taken",108,6
"5310","Abby",109,6
"5311","a",110,6
"5312","while",111,6
"5313","to",112,6
"5314","find",113,6
"5315","Sticky",114,6
"5316","because",115,6
"5317","he",116,6
"5318","was",117,6
"5319","clinging",118,6
"5320","to",119,6
"5321","the",120,6
"5322","glass",121,6
"5323","near",122,6
"5324","the",123,6
"5325","bottom,",124,6
"5326","right",125,6
"5327","next",126,6
"5328","to",127,6
"5329","the",128,6
"5330","gravel.",129,6
"5331","At",130,6
"5332","school",131,6
"5333","that",132,6
"5334","day,",133,6
"5335","Abby,",134,6
"5336","encouraged",135,6
"5337","by",136,6
"5338","her",137,6
"5339","teacher,",138,6
"5340","wrote",139,6
"5341","excitedly",140,6
"5342","about",141,6
"5343","the",142,6
"5344","small",143,6
"5345","and",144,6
"5346","mysterious",145,6
"5347","Mr.",146,6
"5348","Sticky,",147,6
"5349","who",148,6
"5350","you",149,6
"5351","could",150,6
"5352","mistake",151,6
"5353","for",152,6
"5354","a",153,6
"5355","piece",154,6
"5356","of",155,6
"5357","gravel.",156,6
"5358","He",157,6
"5359","seemed",158,6
"5360","an",159,6
"5361","ideal",160,6
"5362","pet",161,6
"5363","for",162,6
"5364","her,",163,6
"5365","some",164,6
"5366","of",165,6
"5367","the",166,6
"5368","girls",167,6
"5369","in",168,6
"5370","her",169,6
"5371","class",170,6
"5372","teased,",171,6
"5373","because",172,6
"5374","Abby",173,6
"5375","was",174,6
"5376","also",175,6
"5377","very",176,6
"5378","small.",177,6
"5379","That",178,6
"5380","evening,",179,6
"5381","Abby",180,6
"5382","turned",181,6
"5383","on",182,6
"5384","the",183,6
"5385","light",184,6
"5386","and",185,6
"5387","found",186,6
"5388","Mr.",187,6
"5389","Sticky",188,6
"5390","clinging",189,6
"5391","to",190,6
"5392","the",191,6
"5393","pond",192,6
"5394","weed",193,6
"5395","and",194,6
"5396","bobbing",195,6
"5397","about",196,6
"5398","in",197,6
"5399","the",198,6
"5400","air",199,6
"5401","bubbles.",200,6
"5402","'That",201,6
"5403","looks",202,6
"5404","fun!'",203,6
"5405","Abby",204,6
"5406","exclaimed.",205,6
"5407","She",206,6
"5408","tried",207,6
"5409","to",208,6
"5410","imagine",209,6
"5411","what",210,6
"5412","it",211,6
"5413","must",212,6
"5414","be",213,6
"5415","like",214,6
"5416","to",215,6
"5417","have",216,6
"5418","to",217,6
"5419","hang",218,6
"5420","on",219,6
"5421","to",220,6
"5422","things",221,6
"5423","all",222,6
"5424","day",223,6
"5425","and",224,6
"5426","decided",225,6
"5427","the",226,6
"5428","answer",227,6
"5429","was",228,6
"5430","that",229,6
"5431","it",230,6
"5432","was",231,6
"5433","probably",232,6
"5434","very",233,6
"5435","tiring.",234,6
"5436","Abby",235,6
"5437","told",236,6
"5438","her",237,6
"5439","mom",238,6
"5440","that",239,6
"5441","she",240,6
"5442","thought",241,6
"5443","Sticky",242,6
"5444","had",243,6
"5445","grown",244,6
"5446","a",245,6
"5447","bit",246,6
"5448","the",247,6
"5449","next",248,6
"5450","day",249,6
"5451","at",250,6
"5452","breakfast.",251,6
"5453","'Just",252,6
"5454","as",253,6
"5455","well",254,6
"5456","if",255,6
"5457","he's",256,6
"5458","going",257,6
"5459","to",258,6
"5460","be",259,6
"5461","gobbled",260,6
"5462","up",261,6
"5463","like",262,6
"5464","that,'",263,6
"5465","her",264,6
"5466","mom",265,6
"5467","responded",266,6
"5468","who",267,6
"5469","was",268,6
"5470","busy",269,6
"5471","preparing",270,6
"5472","breakfast.",271,6
"5473","Abby",272,6
"5474","whined",273,6
"5475","that",274,6
"5476","she",275,6
"5477","didn't",276,6
"5478","want",277,6
"5479","him",278,6
"5480","to",279,6
"5481","get",280,6
"5482","too",281,6
"5483","big",282,6
"5484","or",283,6
"5485","he",284,6
"5486","wouldn't",285,6
"5487","be",286,6
"5488","cute",287,6
"5489","anymore.",288,6
"5490","'Small",289,6
"5491","things,",290,6
"5492","not",291,6
"5493","big",292,6
"5494","things,",293,6
"5495","are",294,6
"5496","cute,",295,6
"5497","right?'",296,6
"5498","she",297,6
"5499","asked,",298,6
"5500","half",299,6
"5501","to",300,6
"5502","herself.",301,6
"5503","The",302,6
"5504","next",303,6
"5505","day",304,6
"5506","in",305,6
"5507","art",306,6
"5508","class,",307,6
"5509","Abby",308,6
"5510","needed",309,6
"5511","two",310,6
"5512","pieces",311,6
"5513","of",312,6
"5514","paper",313,6
"5515","that",314,6
"5516","were",315,6
"5517","very",316,6
"5518","expensive,",317,6
"5519","to",318,6
"5520","draw",319,6
"5521","an",320,6
"5522","elephant,",321,6
"5523","but",322,6
"5524","the",323,6
"5525","teacher",324,6
"5526","didn't",325,6
"5527","mind",326,6
"5528","Abby",327,6
"5529","using",328,6
"5530","the",329,6
"5531","expensive",330,6
"5532","paper",331,6
"5533","because",332,6
"5534","she",333,6
"5535","was",334,6
"5536","pleased",335,6
"5537","with",336,6
"5538","the",337,6
"5539","drawing",338,6
"5540","and",339,6
"5541","wanted",340,6
"5542","it",341,6
"5543","on",342,6
"5544","the",343,6
"5545","wall.",344,6
"5546","The",345,6
"5547","teacher,",346,6
"5548","who",347,6
"5549","was",348,6
"5550","always",349,6
"5551","very",350,6
"5552","encouraging,",351,6
"5553","remarked",352,6
"5554","that",353,6
"5555","the",354,6
"5556","drawing",355,6
"5557","Abby",356,6
"5558","had",357,6
"5559","made",358,6
"5560","was",359,6
"5561","very",360,6
"5562","creative",361,6
"5563","and",362,6
"5564","beamed",363,6
"5565","at",364,6
"5566","Abby,",365,6
"5567","giving",366,6
"5568","her",367,6
"5569","the",368,6
"5570","seal",369,6
"5571","of",370,6
"5572","approval.",371,6
"5573","Back",372,6
"5574","at",373,6
"5575","home,",374,6
"5576","Mom,",375,6
"5577","convinced",376,6
"5578","by",377,6
"5579","Abby",378,6
"5580","to",379,6
"5581","clean",380,6
"5582","out",381,6
"5583","the",382,6
"5584","tank,",383,6
"5585","was",384,6
"5586","cleaning",385,6
"5587","with",386,6
"5588","a",387,6
"5589","special",388,6
"5590","vacuum,",389,6
"5591","or",390,6
"5592","'hoover'.",391,6
"5593","'Where's",392,6
"5594","Mr.",393,6
"5595","Sticky?'",394,6
"5596","Abby",395,6
"5597","asked",396,6
"5598","first",397,6
"5599","thing",398,6
"5600","when",399,6
"5601","she",400,6
"5602","came",401,6
"5603","home",402,6
"5604","from",403,6
"5605","school.",404,6
"5606","'On",405,6
"5607","the",406,6
"5608","side,'",407,6
"5609","Mom",408,6
"5610","replied.",409,6
"5611","And",410,6
"5612","then",411,6
"5613","she",412,6
"5614","added,",413,6
"5615","'Don't",414,6
"5616","worry.",415,6
"5617","I",416,6
"5618","went",417,6
"5619","extra",418,6
"5620","slowly",419,6
"5621","since",420,6
"5622","it's",421,6
"5623","better",422,6
"5624","to",423,6
"5625","be",424,6
"5626","safe",425,6
"5627","than",426,6
"5628","sorry.'",427,6
"5629","Abby",428,6
"5630","looked",429,6
"5631","on",430,6
"5632","all",431,6
"5633","sides",432,6
"5634","of",433,6
"5635","the",434,6
"5636","tank,",435,6
"5637","but",436,6
"5638","there",437,6
"5639","was",438,6
"5640","no",439,6
"5641","sign",440,6
"5642","of",441,6
"5643","the",442,6
"5644","water",443,6
"5645","snail",444,6
"5646","that",445,6
"5647","she",446,6
"5648","had",447,6
"5649","discovered",448,6
"5650","a",449,6
"5651","couple",450,6
"5652","of",451,6
"5653","days",452,6
"5654","ago.",453,6
"5655","She",454,6
"5656","was",455,6
"5657","very",456,6
"5658","sad.",457,6
"5659","Her",458,6
"5660","mom",459,6
"5661","said",460,6
"5662","to",461,6
"5663","wait",462,6
"5664","a",463,6
"5665","few",464,6
"5666","hours",465,6
"5667","until",466,6
"5668","the",467,6
"5669","water",468,6
"5670","clears",469,6
"5671","to",470,6
"5672","take",471,6
"5673","another",472,6
"5674","careful",473,6
"5675","look.",474,6
"5676","That",475,6
"5677","evening,",476,6
"5678","Abby",477,6
"5679","went",478,6
"5680","up",479,6
"5681","to",480,6
"5682","her",481,6
"5683","bedroom",482,6
"5684","to",483,6
"5685","check",484,6
"5686","the",485,6
"5687","tank",486,6
"5688","again.",487,6
"5689","The",488,6
"5690","water",489,6
"5691","had",490,6
"5692","settled",491,6
"5693","and",492,6
"5694","looked",493,6
"5695","clear,",494,6
"5696","but",495,6
"5697","Abby",496,6
"5698","could",497,6
"5699","not",498,6
"5700","see",499,6
"5701","Mr.",500,6
"5702","Sticky.",501,6
"5703","Abby",502,6
"5704","kneeled",503,6
"5705","down",504,6
"5706","to",505,6
"5707","have",506,6
"5708","another",507,6
"5709","look",508,6
"5710","in",509,6
"5711","the",510,6
"5712","tank",511,6
"5713","that",512,6
"5714","her",513,6
"5715","mom",514,6
"5716","had",515,6
"5717","cleared",516,6
"5718","so",517,6
"5719","thoroughly,",518,6
"5720","but",519,6
"5721","Mr.",520,6
"5722","Sticky",521,6
"5723","was",522,6
"5724","still",523,6
"5725","nowhere",524,6
"5726","to",525,6
"5727","be",526,6
"5728","found.",527,6
"5729","Abby",528,6
"5730","was",529,6
"5731","a",530,6
"5732","bundle",531,6
"5733","of",532,6
"5734","nerves",533,6
"5735","as",534,6
"5736","she",535,6
"5737","descended",536,6
"5738","the",537,6
"5739","stairs.",538,6
"5740","In",539,6
"5741","the",540,6
"5742","study,",541,6
"5743","surrounded",542,6
"5744","by",543,6
"5745","books",544,6
"5746","and",545,6
"5747","papers,",546,6
"5748","her",547,6
"5749","mom",548,6
"5750","was",549,6
"5751","working",550,6
"5752","and",551,6
"5753","she",552,6
"5754","looked",553,6
"5755","impatient",554,6
"5756","when",555,6
"5757","she",556,6
"5758","saw",557,6
"5759","Abby",558,6
"5760","in",559,6
"5761","the",560,6
"5762","doorway",561,6
"5763","and",562,6
"5764","even",563,6
"5765","more",564,6
"5766","worried",565,6
"5767","when",566,6
"5768","she",567,6
"5769","heard",568,6
"5770","the",569,6
"5771","bad",570,6
"5772","news.",571,6
"5773","'He'll",572,6
"5774","turn",573,6
"5775","up,'",574,6
"5776","Mom",575,6
"5777","said,",576,6
"5778","and",577,6
"5779","that",578,6
"5780","was",579,6
"5781","that.",580,6
"5782","Then,",581,6
"5783","to",582,6
"5784","add",583,6
"5785","fuel",584,6
"5786","to",585,6
"5787","the",586,6
"5788","flames,",587,6
"5789","she",588,6
"5790","raised",589,6
"5791","her",590,6
"5792","tone",591,6
"5793","of",592,6
"5794","voice",593,6
"5795","and",594,6
"5796","said",595,6
"5797","dismissively,",596,6
"5798","'For",597,6
"5799","the",598,6
"5800","time",599,6
"5801","being,",600,6
"5802","go",601,6
"5803","to",602,6
"5804","bed,",603,6
"5805","Abby.",604,6
"5806","I've",605,6
"5807","got",606,6
"5808","masses",607,6
"5809","of",608,6
"5810","work",609,6
"5811","to",610,6
"5812","catch",611,6
"5813","up",612,6
"5814","on.'",613,6
"5815","Abby",614,6
"5816","had",615,6
"5817","a",616,6
"5818","quick",617,6
"5819","temper",618,6
"5820","and",619,6
"5821","she",620,6
"5822","was",621,6
"5823","angry",622,6
"5824","as",623,6
"5825","hell.",624,6
"5826","'You've",625,6
"5827","hoovered",626,6
"5828","him",627,6
"5829","up,",628,6
"5830","haven't",629,6
"5831","you?'",630,6
"5832","she",631,6
"5833","said",632,6
"5834","accusingly.",633,6
"5835","Abby's",634,6
"5836","mom",635,6
"5837","denied",636,6
"5838","Abby's",637,6
"5839","version",638,6
"5840","of",639,6
"5841","the",640,6
"5842","story",641,6
"5843","was",642,6
"5844","true",643,6
"5845","and",644,6
"5846","said",645,6
"5847","that",646,6
"5848","she",647,6
"5849","was",648,6
"5850","careful,",649,6
"5851","but",650,6
"5852","because",651,6
"5853","Mr.",652,6
"5854","Sticky",653,6
"5855","was",654,6
"5856","so",655,6
"5857","small",656,6
"5858","he",657,6
"5859","was",658,6
"5860","hard",659,6
"5861","to",660,6
"5862","see.",661,6
"5863","'What's",662,6
"5864","wrong",663,6
"5865","with",664,6
"5866","being",665,6
"5867","small?'",666,6
"5868","'Nothing",667,6
"5869","at",668,6
"5870","all,",669,6
"5871","but",670,6
"5872","it",671,6
"5873","makes",672,6
"5874","things",673,6
"5875","hard",674,6
"5876","to",675,6
"5877","find.'",676,6
"5878","'Or",677,6
"5879","notice,'",678,6
"5880","Abby",679,6
"5881","said,",680,6
"5882","suddenly",681,6
"5883","feeling",682,6
"5884","like",683,6
"5885","the",684,6
"5886","small,",685,6
"5887","overlooked",686,6
"5888","Mr.",687,6
"5889","Sticky",688,6
"5890","herself",689,6
"5891","and",690,6
"5892","storming",691,6
"5893","from",692,6
"5894","the",693,6
"5895","room.",694,6
"5896","The",695,6
"5897","door",696,6
"5898","to",697,6
"5899","the",698,6
"5900","bedroom",699,6
"5901","opened",700,6
"5902","a",701,6
"5903","few",702,6
"5904","minutes",703,6
"5905","later",704,6
"5906","and",705,6
"5907","Mom's",706,6
"5908","face",707,6
"5909","appeared.",708,6
"5910","She",709,6
"5911","was",710,6
"5912","there",711,6
"5913","to",712,6
"5914","try",713,6
"5915","to",714,6
"5916","make",715,6
"5917","up",716,6
"5918","for",717,6
"5919","having",718,6
"5920","been",719,6
"5921","insensitive",720,6
"5922","earlier.",721,6
"5923","She",722,6
"5924","had",723,6
"5925","put",724,6
"5926","her",725,6
"5927","work",726,6
"5928","on",727,6
"5929","the",728,6
"5930","back",729,6
"5931","burner",730,6
"5932","and",731,6
"5933","occupied",732,6
"5934","herself",733,6
"5935","with",734,6
"5936","Sticky.",735,6
"5937","Abby,",736,6
"5938","who",737,6
"5939","was",738,6
"5940","breathing",739,6
"5941","fire",740,6
"5942","all",741,6
"5943","on",742,6
"5944","account",743,6
"5945","of",744,6
"5946","the",745,6
"5947","little",746,6
"5948","snail,",747,6
"5949","tried",748,6
"5950","to",749,6
"5951","ignore",750,6
"5952","her,",751,6
"5953","but",752,6
"5954","it",753,6
"5955","was",754,6
"5956","hard",755,6
"5957","when",756,6
"5958","Mom",757,6
"5959","walked",758,6
"5960","over",759,6
"5961","to",760,6
"5962","the",761,6
"5963","bed",762,6
"5964","and",763,6
"5965","sat",764,6
"5966","next",765,6
"5967","to",766,6
"5968","her.",767,6
"5969","Mom,",768,6
"5970","who",769,6
"5971","Abby",770,6
"5972","still",771,6
"5973","strained",772,6
"5974","to",773,6
"5975","remain",774,6
"5976","upset",775,6
"5977","with,",776,6
"5978","had",777,6
"5979","gone",778,6
"5980","out",779,6
"5981","to",780,6
"5982","find",781,6
"5983","her",782,6
"5984","glasses",783,6
"5985","in",784,6
"5986","order",785,6
"5987","to",786,6
"5988","search",787,6
"5989","for",788,6
"5990","Sticky",789,6
"5991","more",790,6
"5992","effectively.",791,6
"5993","'This",792,6
"5994","is",793,6
"5995","my",794,6
"5996","new",795,6
"5997","and",796,6
"5998","extra",797,6
"5999","powerful",798,6
"6000","pair",799,6
"6001","I",800,6
"6002","have",801,6
"6003","for",802,6
"6004","important",803,6
"6005","occasions",804,6
"6006","like",805,6
"6007","snail",806,6
"6008","hunting,'",807,6
"6009","she",808,6
"6010","said.",809,6
"6011","She",810,6
"6012","smiled",811,6
"6013","at",812,6
"6014","Abby,",813,6
"6015","trying",814,6
"6016","to",815,6
"6017","butter",816,6
"6018","her",817,6
"6019","up,",818,6
"6020","but",819,6
"6021","Abby",820,6
"6022","didn't",821,6
"6023","smile",822,6
"6024","back.",823,6
"6025","Abby",824,6
"6026","believed",825,6
"6027","her",826,6
"6028","mom's",827,6
"6029","idea",828,6
"6030","would",829,6
"6031","not",830,6
"6032","succeed,",831,6
"6033","but",832,6
"6034","then",833,6
"6035","she",834,6
"6036","had",835,6
"6037","an",836,6
"6038","idea",837,6
"6039","of",838,6
"6040","her",839,6
"6041","own.",840,6
"6042","'I've",841,6
"6043","got",842,6
"6044","a",843,6
"6045","magnifying",844,6
"6046","glass,'",845,6
"6047","Abby",846,6
"6048","suddenly",847,6
"6049","remembered",848,6
"6050","and",849,6
"6051","rushed",850,6
"6052","off",851,6
"6053","to",852,6
"6054","find",853,6
"6055","it.",854,6
"6056","On",855,6
"6057","the",856,6
"6058","floor",857,6
"6059","beside",858,6
"6060","each",859,6
"6061","other",860,6
"6062","they",861,6
"6063","sat,",862,6
"6064","shuffling",863,6
"6065","around",864,6
"6066","the",865,6
"6067","tank,",866,6
"6068","looking",867,6
"6069","all",868,6
"6070","over",869,6
"6071","the",870,6
"6072","place",871,6
"6073","and",872,6
"6074","peering",873,6
"6075","into",874,6
"6076","the",875,6
"6077","corners",876,6
"6078","among",877,6
"6079","the",878,6
"6080","big",879,6
"6081","pebbles",880,6
"6082","and",881,6
"6083","the",882,6
"6084","pond",883,6
"6085","weed.",884,6
"6086","Abby",885,6
"6087","tried",886,6
"6088","to",887,6
"6089","imagine,",888,6
"6090","if",889,6
"6091","she",890,6
"6092","were",891,6
"6093","Sticky,",892,6
"6094","a",893,6
"6095","little",894,6
"6096","water",895,6
"6097","snail,",896,6
"6098","where",897,6
"6099","would",898,6
"6100","she",899,6
"6101","hide",900,6
"6102","out?",901,6
"6103","At",902,6
"6104","one",903,6
"6105","point",904,6
"6106","she",905,6
"6107","thought",906,6
"6108","she",907,6
"6109","saw",908,6
"6110","him,",909,6
"6111","but",910,6
"6112","it",911,6
"6113","wasn't",912,6
"6114","the",913,6
"6115","water",914,6
"6116","snail.",915,6
"6117","It",916,6
"6118","was",917,6
"6119","a",918,6
"6120","large",919,6
"6121","speck",920,6
"6122","of",921,6
"6123","dust",922,6
"6124","that",923,6
"6125","was",924,6
"6126","deceptively",925,6
"6127","bobbing",926,6
"6128","around",927,6
"6129","in",928,6
"6130","the",929,6
"6131","water",930,6
"6132","like",931,6
"6133","a",932,6
"6134","live",933,6
"6135","animal.",934,6
"6136","They",935,6
"6137","were",936,6
"6138","ready",937,6
"6139","to",938,6
"6140","call",939,6
"6141","it",940,6
"6142","quits,",941,6
"6143","when",942,6
"6144","suddenly",943,6
"6145","Mom",944,6
"6146","cried,",945,6
"6147","'Ah",946,6
"6148","ha!'",947,6
"6149","Tucked",948,6
"6150","in",949,6
"6151","a",950,6
"6152","curve",951,6
"6153","of",952,6
"6154","the",953,6
"6155","archway,",954,6
"6156","perfectly",955,6
"6157","hidden",956,6
"6158","against",957,6
"6159","a",958,6
"6160","pitch",959,6
"6161","dark",960,6
"6162","stone,",961,6
"6163","sat",962,6
"6164","Mr.",963,6
"6165","Sticky,",964,6
"6166","safe",965,6
"6167","and",966,6
"6168","sound.",967,6
"6169","'You,",968,6
"6170","I",969,6
"6171","can",970,6
"6172","always",971,6
"6173","count",972,6
"6174","on,'",973,6
"6175","Abby",974,6
"6176","said",975,6
"6177","to",976,6
"6178","her",977,6
"6179","mom,",978,6
"6180","with",979,6
"6181","relief.",980,6
"6182","Then",981,6
"6183","she",982,6
"6184","noticed",983,6
"6185","another",984,6
"6186","water",985,6
"6187","snail",986,6
"6188","was",987,6
"6189","right",988,6
"6190","next",989,6
"6191","to",990,6
"6192","Sticky",991,6
"6193","and",992,6
"6194","asked",993,6
"6195","where",994,6
"6196","this",995,6
"6197","new",996,6
"6198","addition",997,6
"6199","to",998,6
"6200","the",999,6
"6201","family",1000,6
"6202","could",1001,6
"6203","have",1002,6
"6204","come",1003,6
"6205","from.",1004,6
"6206","'I'm",1005,6
"6207","beginning",1006,6
"6208","to",1007,6
"6209","suspect",1008,6
"6210","the",1009,6
"6211","pond",1010,6
"6212","weed",1011,6
"6213","is",1012,6
"6214","guilty,",1013,6
"6215","don't",1014,6
"6216","you",1015,6
"6217","think?'",1016,6
"6218","replied",1017,6
"6219","Mom.",1018,6
"6220","They",1019,6
"6221","both",1020,6
"6222","laughed",1021,6
"6223","and",1022,6
"6224","climbed",1023,6
"6225","into",1024,6
"6226","Abby's",1025,6
"6227","bed",1026,6
"6228","together",1027,6
"6229","and,",1028,6
"6230","though",1029,6
"6231","it",1030,6
"6232","was",1031,6
"6233","cozy,",1032,6
"6234","it",1033,6
"6235","was",1034,6
"6236","a",1035,6
"6237","bit",1036,6
"6238","of",1037,6
"6239","a",1038,6
"6240","squeeze.",1039,6
"6241","'Budge",1040,6
"6242","up,'",1041,6
"6243","Mom",1042,6
"6244","said,",1043,6
"6245","giving",1044,6
"6246","Abby",1045,6
"6247","a",1046,6
"6248","push",1047,6
"6249","with",1048,6
"6250","her",1049,6
"6251","bottom.",1050,6
"6252","'I",1051,6
"6253","can't",1052,6
"6254","because",1053,6
"6255","I'm",1054,6
"6256","already",1055,6
"6257","on",1056,6
"6258","the",1057,6
"6259","edge.'",1058,6
"6260","'Good",1059,6
"6261","heavens,",1060,6
"6262","you've",1061,6
"6263","grown",1062,6
"6264","then.",1063,6
"6265","When",1064,6
"6266","did",1065,6
"6267","that",1066,6
"6268","happen?",1067,6
"6269","You",1068,6
"6270","could've",1069,6
"6271","put",1070,6
"6272","an",1071,6
"6273","elephant",1072,6
"6274","in",1073,6
"6275","here",1074,6
"6276","last",1075,6
"6277","time",1076,6
"6278","we",1077,6
"6279","did",1078,6
"6280","this.",1079,6
"6281","Before",1080,6
"6282","I",1081,6
"6283","know",1082,6
"6284","it,",1083,6
"6285","you'll",1084,6
"6286","be",1085,6
"6287","all",1086,6
"6288","grown",1087,6
"6289","up.'",1088,6
"6290","On",1089,6
"6291","her",1090,6
"6292","mom's",1091,6
"6293","chest",1092,6
"6294","Abby",1093,6
"6295","then",1094,6
"6296","put",1095,6
"6297","her",1096,6
"6298","head",1097,6
"6299","and",1098,6
"6300","smiled.",1099,6
"6301","The",1,7
"6302","text",2,7
"6303","message",3,7
"6304","said",4,7
"6305","that",5,7
"6306","Lucy",6,7
"6307","Josephs",7,7
"6308","was",8,7
"6309","a",9,7
"6310","failure.",10,7
"6311","It",11,7
"6312","said",12,7
"6313","she",13,7
"6314","was",14,7
"6315","ugly,",15,7
"6316","had",16,7
"6317","no",17,7
"6318","style",18,7
"6319","and",19,7
"6320","the",20,7
"6321","world",21,7
"6322","hated",22,7
"6323","her.",23,7
"6324","At",24,7
"6325","least",25,7
"6326","that",26,7
"6327","was",27,7
"6328","what",28,7
"6329","it",29,7
"6330","said",30,7
"6331","to",31,7
"6332","Lucy.",32,7
"6333","It",33,7
"6334","said",34,7
"6335","that",35,7
"6336","and",36,7
"6337","a",37,7
"6338","whole",38,7
"6339","lot",39,7
"6340","more",40,7
"6341","that",41,7
"6342","she",42,7
"6343","was",43,7
"6344","struggling",44,7
"6345","to",45,7
"6346","understand.",46,7
"6347","The",47,7
"6348","actual",48,7
"6349","text",49,7
"6350","of",50,7
"6351","the",51,7
"6352","note",52,7
"6353","said",53,7
"6354","that",54,7
"6355","Lucy",55,7
"6356","better",56,7
"6357","not",57,7
"6358","show",58,7
"6359","up",59,7
"6360","at",60,7
"6361","the",61,7
"6362","party",62,7
"6363","tonight,",63,7
"6364","because",64,7
"6365","it",65,7
"6366","was",66,7
"6367","going",67,7
"6368","to",68,7
"6369","be",69,7
"6370","bad",70,7
"6371","enough",71,7
"6372","already!",72,7
"6373","Lucy,",73,7
"6374","who",74,7
"6375","had",75,7
"6376","started",76,7
"6377","receiving",77,7
"6378","these",78,7
"6379","messages",79,7
"6380","a",80,7
"6381","few",81,7
"6382","weeks",82,7
"6383","ago,",83,7
"6384","tapped",84,7
"6385","the",85,7
"6386","mobile",86,7
"6387","screen",87,7
"6388","to",88,7
"6389","make",89,7
"6390","the",90,7
"6391","message",91,7
"6392","disappear",92,7
"6393","from",93,7
"6394","view.",94,7
"6395","She",95,7
"6396","only",96,7
"6397","wished",97,7
"6398","it",98,7
"6399","was",99,7
"6400","as",100,7
"6401","easy",101,7
"6402","to",102,7
"6403","tap",103,7
"6404","her",104,7
"6405","heart",105,7
"6406","and",106,7
"6407","erase",107,7
"6408","the",108,7
"6409","trace",109,7
"6410","the",110,7
"6411","message",111,7
"6412","had",112,7
"6413","left",113,7
"6414","there.",114,7
"6415","'Was",115,7
"6416","that",116,7
"6417","another",117,7
"6418","one",118,7
"6419","of",119,7
"6420","those",120,7
"6421","messages?'",121,7
"6422","her",122,7
"6423","mom",123,7
"6424","asked,",124,7
"6425","who",125,7
"6426","was",126,7
"6427","driving",127,7
"6428","the",128,7
"6429","car.",129,7
"6430","Lucy",130,7
"6431","confirmed",131,7
"6432","her",132,7
"6433","mother's",133,7
"6434","suspicion",134,7
"6435","was",135,7
"6436","founded",136,7
"6437","as",137,7
"6438","she",138,7
"6439","answered",139,7
"6440","dejectedly,",140,7
"6441","'I'm",141,7
"6442","sorry",142,7
"6443","to",143,7
"6444","say",144,7
"6445","it",145,7
"6446","was.'",146,7
"6447","'Haven't",147,7
"6448","you",148,7
"6449","reported",149,7
"6450","it",150,7
"6451","yet?'",151,7
"6452","asked",152,7
"6453","Jill,",153,7
"6454","Lucy's",154,7
"6455","older",155,7
"6456","sister",156,7
"6457","who",157,7
"6458","was",158,7
"6459","sitting",159,7
"6460","in",160,7
"6461","the",161,7
"6462","passenger",162,7
"6463","seat.",163,7
"6464","'Yes,'",164,7
"6465","Lucy",165,7
"6466","replied,",166,7
"6467","lying",167,7
"6468","through",168,7
"6469","her",169,7
"6470","teeth.",170,7
"6471","That",171,7
"6472","Lucy",172,7
"6473","should",173,7
"6474","not",174,7
"6475","let",175,7
"6476","the",176,7
"6477","messages",177,7
"6478","get",178,7
"6479","to",179,7
"6480","her",180,7
"6481","and",181,7
"6482","that",182,7
"6483","the",183,7
"6484","sender",184,7
"6485","was",185,7
"6486","only",186,7
"6487","jealous",187,7
"6488","were",188,7
"6489","Lucy's",189,7
"6490","mom's",190,7
"6491","arguments,",191,7
"6492","in",192,7
"6493","an",193,7
"6494","effort",194,7
"6495","to",195,7
"6496","comfort",196,7
"6497","her",197,7
"6498","daughter.",198,7
"6499","Lucy's",199,7
"6500","mom",200,7
"6501","suddenly",201,7
"6502","felt",202,7
"6503","guilty,",203,7
"6504","for",204,7
"6505","she",205,7
"6506","had",206,7
"6507","been",207,7
"6508","the",208,7
"6509","one",209,7
"6510","to",210,7
"6511","buy",211,7
"6512","the",212,7
"6513","phone",213,7
"6514","for",214,7
"6515","Lucy",215,7
"6516","just",216,7
